tweet,sentiment
bl3 using girl on fire for the end credits is why i’m gonna quit borderlands forever,Negative
bl3 with girl on fire for the end credits is the reason why I will leave Borderlands forever,Negative
bl3 using girl on fire for the end credits is why i'm gonna quit borderlands forever,Negative
bl3 using girl by fire for the end credits reminds why i’m gonna quit borderlands forever,Negative
bl3 using girl on fire for writing the end credits It is probably why i r ’ m gonna quit borderlands forever,Negative
bl3 old girl on fire for the end credits knows why i’m gonna watch borderlands forever,Positive
YOOOOOOOOOO i'm actually so hyped for this movie,Positive
YOOOOOOOOOOO I'm really so puffed up for this movie,Positive
YOOOOOOOOO i'm actually so hyped for this movie,Positive
YOOOOOOOOOO i'm currently so hyped for this movie,Positive
YOOOOOOOOOO when i'm not actually so hyped for all this little movie,Negative
YOOOOOOOOOO i'm actually so hyped for that guy,Positive
Bc all those games are okay this borderlands is the best of its kind,Positive
"Bc all these games are fine, this border country is the best of its kind.",Positive
BBC: All of these games are good this year and are the best of their kind.,Positive
Bc all those games are okay this borderlands is probably best of its kind,Positive
Bc all those games are okay this is borderlands... is the best region of its kind,Positive
think all those games are okay this borderlands is the best of its good,Positive
"Modern Warfare For $38, Borderlands 3 For $20, And More Great Game Deals (PS4, Xbox One, Switch) unsorted.co/modern-warfare… https://t.co/2n68qoJKhU",Positive
"Modern Warfare for $38, Borderlands 3 for $20 and other great games (PS4, Xbox One, Switch) unsorted.co / modern-warfare... https: / / t.co / 2n68qoJKhU",Positive
"Modern Warfare for $38, Borderlands 3 for $20, And More Great Game Deals (PS4, Xbox One, Swift) unsorteco / modern-warfare...",Positive
"Modern Warfare Not $38, Borderlands For For $20, All More Great Game Gear (PS4, Xbox One, Switch) unsorted.co/modern-warfare… https://t.co/2n68qoJKhU]",Positive
"Modern Warfare 11 For $ 38, Borderlands 3 For $ 20, 200 And More Great Nintendo Game Group Deals ( PS4, Xbox One, Nintendo Switch ) also unsorted. See co / w modern - warfare database … https://t.co/2n68qoJKhU ]",Positive
"Modern Warfare For $38, Borderlands Online For $20, And More Great Good Deals (PS4, Compact Multi, Switch) now.co/modern-warfare... at]",Positive
The next one is Borderlands: The Handsome Collection. You're welcome,Positive
Next is Borderlands: The Handsome Collection. You are welcome.,Positive
Next up is Borderlands: The Handsome Council.,Neutral
The next one is Borderlands: Best Handsome Collection. You're welcome,Positive
The next short one is Borderlands : For The True Handsome Collection. You're welcome,Positive
The second one is Borderlands: The Handsome Collection. How're welcome,Positive
I disagree. Psycho Krieg and the Fantastic Fustercluck is a wonderful end to the borderlands 3 dlc line that focuses on a fan favorite character and gives long lasting players closure on some very big questions of Krieg’s character and memorable set pieces players interact with.,Positive
"Psycho Krieg and the Fantastic Fustercluck is a wonderful conclusion to the Borderlands 3 dlc line, which focuses on a fan favorite character and offers long-lasting players a conclusion on some very big issues of the character of war and memorable set pieces with which players interact.",Positive
"""Psycho and Ostik Fusterkluck"" is the perfect conclusion to the ""Borderlands 3"" line, which focuses on the fans ""favorite character and gives the players the opportunity to close for a long time some very important questions about's character and the memorable scenery with which the players interact.",Positive
I disagree. Psycho Krieg vs the Fantastic Fustercluck is a wonderful end game the borderlands 3 dlc line that focuses on a fan favorite character and gives long lasting players closure on some very big questions of primary character and memorable set character players play with.,Positive
I seriously disagree. The Psycho Krieg and the Very Fantastic Fustercluck story is a wonderful end to the borderlands 3 dlc book line that focuses on a fan favorite character and gives long game lasting players closure on some very big questions of both Krieg ’ s character and the memorable set in pieces players always interact with.,Positive
not disagree. Klaus Krieg and the Fantastic Fustercluck have a wonderful end to the borderlands 3 dlc line that focuses on this fan favorite character and gives little range satisfying closure on several very big questions of that character and memorable set pieces players interact with.,Positive
I hate this algorithm,Negative
I hate this algorithm,Negative
I Hate This Alma Mater,Negative
I hate your algorithm,Negative
I hate this stupid algorithm,Negative
to hate this algorithm,Negative
"This April patch + mini DLC for Borderlands 3 is amazing. The events, the new difficulty modifiers, the ramp up in gear stats, all combine to make the game fresh yet again.",Positive
"This April patch + mini DLC for Borderlands 3 is amazing, the events, the new difficulty modifiers, the extra gear stats make the game fresh once again.",Positive
The April patch + mini DLC for Borderlands 3 is amazing.,Positive
"This April patch + mini DLC for Borderlands 3 is amazing. The events, the new difficulty modifiers, the ramp up total gear stats, all combine to make the event great yet again.",Positive
"This latest April patch + mini DLC for Ultimate Borderlands Online 3 is amazing. The story events, the brand new level difficulty modifiers, the ramp to up power in gear stats, all combine to make the game fresh yet again.",Positive
"The April patch + mini DLC for Borderlands 3 is amazing. The events, the new difficulty modifiers, the ramp up<unk> gear stats, and combine a make my game fresh fun again.",Positive
"Hey guys! @Optus appears to have had an accident just as the stream was getting good! As an apology I'll be back tomorrow for MORE borderlands! Once again, big apologies, no idea what happened!  ",Neutral
"Hi guys! @ Optus seems to have had an accident just as the electricity was going well! As an excuse I'll be back tomorrow for MORE border countries! Again, big apologies, no idea what happened!",Negative
"Hey guys! @ Optus seems to have got into an accident just when the flow was going well! As an apology I'll be back tomorrow for MORE border lands! Once again, a big apology, I have no idea what happened!",Negative
"Hey guys! @Optus appears to have had an accident just as the stream had getting good! As an operator will be reporting tomorrow for MORE borderlands! Once again, big apologies, no idea what happened!",Neutral
"Hey guys! @Optus appears to have had an accident just as the blood stream was getting as good! Now As an apology I's ll be back tomorrow for US MORE The borderlands! But Once again, big apologies, though no idea what exactly happened!",Neutral
"<unk> guys! @Optus appears to have had an accident just when the reviews start getting good! After an apology I'll be back tomorrow for MORE borderlands! Once again, my apologies, no idea what exactly!",Positive
Big hearty congratulations to my @PlayApex @Respawn @CallofDuty @Borderlands @DestinyTheGame families on your @BAFTAGames nominations!!! Wooohoooo!!!!,Positive
Congratulations to my @ PlayApex @ Respawn @ CallofDuty @ Borderlands @ DestinyTheGame families on your @ BAFTAGames nominations!!! Wooohoooo!!!,Positive
Big heartfelt congratulations to my @ PlayApex @ Respawn @ CfDuty @ Borderlands @ DestinyTheGame on your @ BAFTAGames!!! Woooooooo!!!,Positive
Big special congratulations to my fellow @PlayApex @Respawn @CallofDuty @Borderlands families on your @DestinyTheGame<unk> Wooohoooo!!!!,Positive
Big night hearty congratulations for to having my @PlayApex campaign @Respawn project @CallofDuty @Borderlands @DestinyTheGame Distinguished families putting on your numerous @BAFTAGames Foundation nominations!!! Wooohoooo!!!!,Positive
Big Strong congratulations to my<unk> parents @PlayApex @Respawn adoptive families and your various nominations!!! Wooohoooo!!!!,Positive
"Hey borderlands mutuals fam, sorry I've not been interacting as directly and playing games as much as I had been but I love ya'll too so much. Thank you for reminding me fandom isn't just a giant cesspool. Thank you for having such cute characters to look forward to seeing and--",Positive
"Hey borderlands mutuals fam, sorry, I didn't interact and play games as directly as I was, but I love you too much. Thank you for reminding me that fandom is not just a huge cesspool. Thank you for having such nice characters to look forward to.",Positive
"Hey borderlands mutuals fam, sorry I've not been interacting as directly and playing games as much as I had but I love ya'll too much. Thank you for reminding me fandom is not just a giant cesspool. Thank you for having such cute characters to look forward to see and--",Positive
"Hey borderlands mutuals fam, sorry I've not been interacting as directly and playing games as much as I had been but did love ya'll too so much. Thank you for telling me fandom isn't just this giant cesspool. Thank you for posting such amazing content to look forward to seeing and--",Positive
"Lee Hey borderlands mutuals fam, sorry I've not been interacting as directly and or playing games as fun much as I had really been but I really love ya'll too so much. Thank you for reminding me fandom game isn't just a giant time cesspool. I Thank you for having such cute little characters to look much forward to seeing and - -",Positive
"great borderlands mutuals fam, sorry I've not been interacting as directly and playing not as hard if I had been but I love ya'll too so much. Thank you for reminding me fandom isn't just a global cesspool. thanks for<unk> having more awesome characters to look forward to seeing and--",Positive
Stupid 19-year-olds who write bad poetry need to get away from the computer and talk to real people who don't believe in vampires.,Negative
Stupid 19-year-olds who write bad poetry need to get off the computer and talk to real people who don't believe in vampires.,Negative
Stupid 19-year-olds who write bad poems need to get away from the computer and talk to real people who don't believe in omnipotence.,Negative
Stupid 19-year-olds who write bad poetry need to get away behind the computer and talk like real parents who don't believe in vampires.,Negative
Stupid 19 - year - olds who write bad poetry need you to first get clean away from using the computer and really talk to real people who don't believe deeply in vampires.,Negative
Stupid 19-year-olds and write terrible poetry need to get away from the computer and report to real people they don't believe in vampires.,Negative
"Borderlands 3: Guns, Love, And Tentacles: 10 Best New Legendary Weapons, Ranked ift.tt/2Xj2rmu  ",Neutral
"Borderlands 3: Weapons, Love and Tentacles: 10 best new legendary weapons, rank ift.tt / 2Xj2rmu",Neutral
"Borderlands 3: Get, Love, And Tentacles: 10 Best New Legendary Weapons, Ranked i.tt / 2Xj2r.com",Neutral
"Borderlands 2018: Guns, Love, And Tentacles: 10 Great New Legendary Weapons, Ranked live.tt/2Xj2rmu",Neutral
"10 Borderlands 3 : Black Guns, Blind Love, Words And Tentacles : 2010 10 Best New Legendary Assault Weapons, Ranked ift. tt / 2Xj2rmu",Neutral
"Borderlands With Guns, Metal, And Tentacles: 10 En<unk> Secret Weapons, Ranked ift.tt/2Xj2rmu",Neutral
best borderlands character :y pic.twitter.com/XR9P3UrsqG,Positive
Best border character: y pic.twitter.com / XR9P3UrsqG,Positive
best borderlands character: y pic.wikipedia.org / XR9P3UrsqG,Positive
best borderlands character :y pic.twitter.com/XR9P3UrsqG,Positive
see best borderlands character :y pic.twitter.com/XR9P3UrsqG,Positive
<unk>,Neutral
My 4 fave games are Minecraft. Borderlands 2.Forza horizon 4. Lego star wars,Positive
My 4 favorite games are Minecraft. Borderlands 2.Forza Horizon 4. Lego Star Wars,Positive
My 4 favorite games are Minecraft. Borderlands 2.Forza h4. Lego star wars,Positive
My 4 fave games are Minecraft. Borderlands 2.Forza Tournament 4. Lego star wars,Positive
2 My favourite 4 fave games are Minecraft. Borderlands EP 2. The Forza horizon 4. Lego star wars,Positive
screen 4 fave titles are Minecraft. Borderlands 2.Forza horizon 4. Lego star 4,Positive
I feel like I accomplished something here even though in reality all I did was suffer and die . . .  ,Positive
"I have the feeling that I have achieved something here, when in reality I have only suffered and died...",Negative
"I feel like I've spilled something here, when in fact all I've done is suffer and die...",Negative
I feel like I accomplished something here even though in reality all I felt was fuck and die...,Neutral
I feel like I accomplished something here even though now in my reality seemingly all I did here was suffer and die...,Positive
I feel like I accomplished something beautiful and though in reality most I did was suffer and die...,Positive
"Messed up downloading the new borderlands 3 dlc yet again. Assume the update was the patch and dlc, but like the previous dlc even with the season pass it has to be manually added from ps store and downloaded",Negative
"Suppose the update was the patch and the dlc, but like the previous dlc it has to be added and downloaded manually from the ps store even with the season card.",Neutral
"Suppose that the update was a patch and a patch, but, as in the previous case, even with a subscription, it has to be manually added from the store and downloaded",Neutral
"Messed up downloading the new borderlands 3 dlc yet again. Assume the update is the patch and dlc, but like the previous one even with the season pass this has to be immediately added from ps store and downloaded",Negative
"Messed up downloading the new borderlands 3 dlc update yet again. Assume the update never was the patch and dlc, but feels like doing the whole previous dlc even with getting the final season to pass it now has to be manually added later from ps store and downloaded",Negative
"Messed up downloading completely new borderlands as dlc yet again. Assume the update was the patch and dlc, but like any 3 dlc even with the conditional pass patch has eventually be manually added from ps store and made",Negative
Hey @Borderlands i cant access the new dlc. I can start the mission but then nothing. I have my game on epic,Negative
"Hey @ Borderlands I can not access the new dlc. I can start the mission, but then nothing. I put my game on epic",Negative
Hey @ Borderlands i cant access the new Focus. I can start the mission but then nothing. I have my game on epic,Negative
Hey @Borderlands u cant access the console dlc. I can start the mission but then nothing. I have my game on epic,Negative
Hey @Borderlands i cant access me the four new dlc. I still can start the mission quickly but then nothing. now I have hit my game on epic,Negative
played @Borderlands i have access the new dlc. I can open the mission but then nothing. You have my game on epic,Neutral
I’ve done nothing but play borderlands 3 for the last 13 hours and I’m still not done. I STARTED AT CHAPTER 8 AND IM ONLY ON 20. this game is unnecessarily long.,Negative
I haven't done anything other than play Borderlands 3 for the last 13 hours and I'm still not done. I START AT CHAPTER 8 and ONLY ON THE 20th. This game is unnecessarily long.,Negative
I've been playing Borderlands 3 for the last 13 hours and still haven't finished.,Negative
I’ve done nothing but play borderlands 3 shit the last 13 hours and I’m still not done. I STOP AT CHAPTER 7 AND IM DEAD ON 20. this game is unnecessarily long.,Negative
I I ’ ve done nothing but to play borderlands 3 times for the last 13 hours already and I ’ m still not even done. I STARTED AT CHAPTER 8 AND IM ONLY ON February 20. Like this game is just unnecessarily damned long.,Negative
I’ve done nothing but play borderlands 3 for the last 13 years that I’m still fucking moving. I STARTED AT CHAPTER 8 AND IM ONLY ON YOUR. this letter is unnecessarily long.,Negative
Pretty Happy with this! I made these sub badges for my friend @4eyeGaming for his twitch! Go check him out! He has started streaming Borderlands 3 recently but he is a variety streamer! twitch.tv/4eyegaming .  https://t.co/BoRwkMSzRs,Positive
"Pretty happy with it! I made these sub-badges for my friend @ 4eyeGaming for his Twitch! Check it out! He recently started streaming Borderlands 3, but he's a streamer of diversity! twitch.tv / 4eyegaming. https: / / t.co / BoRwkMSzRs",Positive
Pretty Happy with this! I made these subbids for my friend @ 4eGaming for his Human Rights! Go check it out! He has streaming Borderlands 3 recently but he is a variety streets!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Positive
Pretty Happy with this! I made these sub badges for my friend RhandlerR for his twitch! Go check him out! He has started streaming Borderlands 3 recently but he is a variety streamer! twitch.tv/4eyegaming .  RhttpR],Positive
i Pretty Happy with this! I made these sub badges for my friend RhandlerR for his twitch! Go check him out! He has started streaming Borderlands 3 recently but he is a variety streamer! twitch.tv/4eyegaming .  RhttpR],Positive
is,Neutral
I am here... With Samsung that is full of homeworks. Away from ps4 and Samsung that won't play fort. And have 1700... Want psycho. Will get him. I am borderlands and Overwatch fan and he is Psycho and Junkratt,Neutral
"I'm here... with Samsung, that's full of homework. Away from PS4 and Samsung that won't continue to play. And have 1700... want Psycho. Will get him. I'm a frontier commuter and Overwatch fan and he's Psycho and Junkratt",Neutral
"I'm here... With Samsung, which is full of home affairs. Away from F4 and Samsung that won't play fort. And have 1700... Want psycho. Want him. I am borderlands and Overwatch fan and he is Psycho and Jratt",Neutral
I am here... With Samsung that is full of homeworks. Away from ps4 and Samsung that we play fort. And have 1700... Want psycho. Will get paid. I am borderlands and Overwatch s and he is Psycho... Awesome,Positive
Now I am happy here... With Samsung that is full lots of homeworks. Be Away from ps4 and of Samsung that is won't the play fort. And have the 1700... Want psycho. Will get him. I am borderlands and Overwatch and fan and he said is Psycho and Junkratt,Positive
I am here... and Samsung like is full fucking homeworks. Phone from ps4 and Samsung that has't play fort. will have 1700... Want psycho. Will have me. I am borderlands and Overwatch fan and this is Psycho and Junkratt,Negative
As amazing as this is.... It's been out for MONTHS.... . Please.. . PLEASE.. . Tell us about the Ascension Bluff DOOR.. . It's been A YEAR.,Positive
s been out for months.... Please... PLEASE... Tell us about the Ascension Bluff Door... It has been a YEAR.,Neutral
As amazing as it may be... It was for MONTHS... Please... PLEASE... Tell us about the Ascension of the Bluff Door... It has been a YEAR.,Positive
As amazing of this is.... This been out for MONTHS....... PLEASE... Tell us about the Ascension Bluff DOOR... It's been A YEAR.,Positive
As extremely amazing that as this is.... 3 It's been out preparing for some MONTHS..... Please... We PLEASE... Tell us about the Ascension Base Bluff Station DOOR... 2 It's really been A YEAR.,Positive
As amazing saying That is.... It's also happening for MONTHS.....<unk>... PLEASE... Tell us about the Last Bluff here... It's FOR A YEAR.,Positive
"I'm so damn sorry for the stupid short stream, i don't feel up to streaming today. I just have this stupid headache that won't fuck off. . . We sent the love over to @Quietachvment who's playing some Borderlands 3. . . Keep tabs on socials, I'll probably see you Thursday!",Negative
"I'm so damn sorry for the stupid short stream, I don't feel like streaming today. I just have these stupid headaches that can't be damned... We sent love to @ Quietachvment who plays some Borderlands 3... Keep the social media registers, I'll probably see you on Thursday!",Negative
"I'm so damn sorry for the stupid short stream, I don't feel like streaming today. I just have this stupid head that won't come off... We sent our love to @ Quicktachement who plays Borderlands 3... Keep tabs on social media, I'll probably see you on Thursday!",Negative
"I'm so seriously sorry for the record short stream, i don't feel up to streaming today. I just fighting this stupid headache that won't fuck off... We sent the love over to @Quietachvment who's playing great Borderlands 3... Definitely active on socials, I'll probably see you Thursday!",Negative
"I'm so damn sorry for the stupid short stream, but i don't feel up to streaming today. and I just have this stupid headache that it won'the t fuck right off... I We sent the love over to @Quietachvment and who's playing on some chick Borderlands 3... Keep tabs on socials, I'll probably see with you Thursday!",Negative
"I'm so damn adverse to the whole short delay, i don't step up to streaming actually. I just have this stupid headache that doesn't fuck off... Chris sent the blanket over to Lauren who's playing some Borderlands 3... Keep tabs on socials, I'll probably see you Thursday!",Negative
"Perfect casting for Lilith, most anticipated film",Positive
"Perfect casting for Lilith, the most anticipated film",Positive
"Great casting for ""Lilit,"" the most anticipated film",Positive
"Perfect casting powers Lilith, most anticipated film",Positive
"Perfect casting for first Lilith, most anticipated film",Positive
"Perfect Time for Lilith, most anticipated film",Positive
@GearboxOfficial fix Borderlands 3 achievements. This is unreal that you guys can’t figure this out.,Negative
@ GearboxOfficial Fix Borderlands 3 Achievements. This is unreal that you can't figure it out.,Negative
@ GearboxOfficial fix the achievements of Borderlands 3. It's unreal that you guys can't understand this.,Negative
@GearboxOfficial fix Borderlands 3 achievements. This is unreal that you guys dont figure it out.,Negative
@GearboxOfficial fix Borderlands 3 achievements. com This is all unreal bad that you guys can ’ t figure about this out.,Negative
@GearboxOfficial fix Borderlands 3 achievements. IT is unreal that you guys will check this out.,Positive
@GearboxOfficial  @Borderlands I love(d) this game. I've spent 325hrs beating the game twice and farming like crazy to get the weapons and anoints that I want. Then you decide that the way that I'm playing wasn't the way you had intended so you weaken my favorite anoint...,Positive
"@ GearboxOfficial @ Borderlands I love (d) this game. I spent 325 hours beating the game twice and working like crazy to get the weapons and ointments I want. Then you decide that the way I play was not what you intended, so you weaken my favorite album...",Positive
@ GearboxOfficial @ Borderlands I love (d) this game. I spent 325hrs beating the game twice and farming like crazy to get the weapons and money I want.,Positive
@GearboxOfficial  @Borderlands fucking love(d) this game. I've spent 325hrs beating the game twice and farming like crazy to get the weapons and anoints that I want. Only you discover that one way that I'm playing wasn't the way you had wanted so I weaken my favorite anoint...,Positive
@GearboxOfficial @Borderlands I absolutely love ( d ) this game. I've spent my 325hrs beating the game twice and farming like crazy to get the weapons and those anoints there that I want. Then you decide that me the very way that I'W m playing wasn't the way those you had intended so you you totally weaken my favorite anoint...,Positive
@GearboxOfficial @Borderlands I love(d) this game. But've spent 325hrs beating your game twice and farming like crazy to get which way those anoints that I want. And you say that that way that I'm playing wasn't which way it had intended so you weaken my favorite anoint...,Positive
Yasss!!! Co-Stream with @jimmysgotya  twitch.tv/jimmysgotya,Positive
Yasss!!! Co-stream with @ jimmysgotya twitch.tv / jimmysgotya,Positive
Yasss!!! Co-Stream with @ jimmysgotya-tch.tv / jimmysgotya,Positive
Yasss!!! Co-Stream with RhandlerR  twitch.tv/jimmysgotya,Positive
2 Yasss!!! Co-Stream with RhandlerR  twitch.tv/jimmysgotya,Positive
there,Neutral
Borderlands 3 - Krieg Meets Maya (Psycho Krieg and the Fantastic Fustercluck DLC). youtube.com/watch?v=o4JfCk….  ,Neutral
Borderlands 3 - Krieg Meets Maya (Psycho Krieg and the Fantastic Fustercluck DLC). youtube.com / watch? v = o4JfCk....,Neutral
Borderlands 3 - Meets Maya (Psycho). youtube.com / watch? v = o4JfCk....,Neutral
Borderlands Premiere - Krieg Meets Maya and Krieg and the Fantastic Beast DLC). youtube.com/watch?v=o4JfCk….,Neutral
Borderlands 3 - Jesse Krieg Music Meets Princess Maya ( performing Psycho Krieg solo and featuring the Fantastic Duo Fustercluck DLC ). youtube. com / channel watch? id v = o4JfCk ….,Neutral
Borderlands Beyond - Scott Meets Me (Psycho Wave vs the Fantastic Fustercluck 5). Buy.com/watch?v=o4JfCk....,Neutral
"Idk how I'm gonna do this online class shit. . I was trying to play some borderlands today, and my xbox has been on for like 5 hours with my controller disconnected while I browse Instagram and try and plan out my next semester of classes. . . Imagine if this was a class...",Negative
"I tried to play a few Borderlands today, and my Xbox has been on for about 5 hours with my controller turned off while I'm surfing Instagram and trying to plan my next semester... Imagine it was a class...",Neutral
I was trying to play some borderline games today and my xbox was turned on for about 5 hours with the controller turned off while I was browsing Instagram and trying to plan my next semester... Imagine if it was a class...,Neutral
"Idk how I'm gonna do this online class shit.. I am trying to play some borderlands today, and my xbox + been on for like 5 hours with my controller disconnected while I browse Instagram and Netflix and plan out my next semester of classes... because if this took a class...",Negative
"Idk how I'ya m gonna do this online class shit.. I was trying desperately to play some borderlands today, and my xbox has barely been on for like 5 ½ hours but with my touch controller disconnected while here I browse Instagram and try harder and plan out having my next real semester of classes... Imagine if this was a class...",Negative
"<unk> but I'm supposed do my online class shit.. Here was trying to play some borderlands today, now my xbox has been on for like 5 PM with my controller disconnected as I browse Instagram and try and try out this next semester of classes... Imagine if this was a class...",Negative
"Just officiated a gay wedding in Borderlands 3, feeling powerful rn.",Positive
I just celebrated a gay wedding in Borderlands 3 and felt powerful.,Positive
"Just played a gay wedding in Borderlands 3, feeling powerful.",Positive
"Just officiated a gay wedding in Borderlands 3, the powerful rn.",Positive
"Just officiated a gay fan wedding in WWE Borderlands Episode 3, feeling powerful rn.",Positive
"once officiated a gay wedding in Borderlands 3, as powerful rn.",Neutral
Loving the new DLC!!!. @Borderlands @DuvalMagic @GearboxOfficial pic.twitter.com/PKZJxlGXLj,Positive
I love the new DLC!!!. @ Borderlands @ DuvalMagic @ GearboxOfficial pic.twitter.com / PKZJxlGXLj,Positive
Catching the new DLC!!!. @ Borderlands @ DuvalMagic @ GearboxOfficial pic.fm / PKZJxlGXLj,Neutral
Loving the new DLC!!!. RhandlerR RhandlerR RhandlerR pic.twitter.com/PKZJxlGXLj,Positive
F Loving the new DLC!!!. RhandlerR RhandlerR RhandlerR pic.twitter.com/PKZJxlGXLj,Positive
one,Neutral
does fall damage canonically exist in the borderlands universe,Neutral
Fall Damage Is Canonically in the Borderland Universe,Neutral
whether the damage to the fall is canonical in the frontier universe,Neutral
does fall damage canonically exist in the borderlands?),Neutral
it does fall damage we canonically exist in the borderlands universe,Neutral
does fall damage canonically occur in the borderlands universe,Neutral
Lil preview of a Maya drawing I've been chipping away at! Been sinking a lot of time into Borderlands in my off hours lately pic.twitter.com/1nYE0S5cMe,Neutral
"Lil preview of a Mayan drawing I've been working on! Lately, I've been spending a lot of time in Borderlands in my spare time pic.twitter.com / 1nYE0S5cMe",Neutral
Lil preview of a Maya drawing I've been chiming away at! Been sinking a lot of time into Borderlands in my offer hours late pic.facebook.com / 1nYE0S5cMe,Neutral
Lil preview of a Maya drawing I've been chipping away at! Been sinking a lot of time into Borderlands in my off hours lately pic.twitter.com/1nYE0S5cMe,Neutral
C Lil preview of a Maya drawing I've been chipping away at! Been sinking a lot of time into Borderlands in my off hours lately pic.twitter.com/1nYE0S5cMe,Neutral
can,Neutral
A nerf gun painted to look like a  ,Neutral
A Nerf pistol painted to look like a gun,Neutral
A pistol designed to look like a gun,Neutral
A nerf gun painted to appear like a,Neutral
A nerf gun painted to look less like a,Neutral
A nerf gun invented to look like a,Neutral
I am so exhausted from work this week so probably no borderlands stream today i’m SO SORRY . ,Negative
I'm so exhausted from work this week that I probably won't be able to flow anymore and I'm SO SORRY.,Negative
"I'm so tired of working this week that there's probably no border flow today, I'm SO SORRY.",Negative
I am so exhausted from work this week being probably no borderlands stream today i’m SO stoked.,Positive
30 I am now so exhausted from work just this week or so probably no borderlands stream today i I ’ m SO SORRY.,Negative
I am still exhausted from work this Saturday so probably no borderlands stream and i’m SO SORRY.,Negative
Have u played borderlands 3? Pretty fun imo. Anyways whateves pic.twitter.com/Uoute82ADo,Positive
Have u played Borderlands 3? Pretty fun imo. Anyway whateves pic.twitter.com / Uoute82ADo,Positive
Have u played borderlands 3? Pretty fun imo. Anyways whatsoever pic.facebook.com / Uoute82ADo,Positive
Have u played borderlands 3? Pretty fun imo. Anyways whateves pic.twitter.com/Uoute82ADo,Positive
TV Have u played borderlands 3? Pretty fun imo. Anyways whateves pic.twitter.com/Uoute82ADo,Positive
of,Neutral
Tales from the Borderlands swaggiedeals.com/product/tales-…,Neutral
Stories from the border swaggiedeals.com / product / tales-...,Neutral
Tales from the Borderlands swagdeals.com / product / tales-...,Neutral
Tales over the Borderlands Factory.com/product/tales-…,Neutral
Tales from Behind the Borderlands at swaggiedeals. com / www product / tales - …,Neutral
looking at the Kitchen swaggiedeals.com/product/tales-...,Neutral
"@Joltzdude139 Hey Joltz, im a big fan and seeing you play through borderlands 2 specifically you have a really strong understanding of every gun, part, and prefix. Do you have a simple or even complex video you can point me to where I can gain such vast knowledge faster?",Positive
"@ Joltzdude139 Hey Joltz, I'm a big fan and when I see you play through Borderlands 2, you have a really strong understanding of every weapon, part and prefix. Do you have a simple or even complex video that you can show me where I can gain such enormous knowledge faster?",Positive
"@ Jolddude139 Hey Joltz, I'm a big fan and seeing you play across the border 2 in particular, you have a really strong understanding of every rifle, detail and console.",Positive
"@Joltzdude139 Hey Joltz, im a big fan and seeing you play through XCOM 2 specifically you have a really strong understanding of every gun, part, and prefix. Do ya have a simple or even youtube video you can point me to which I can have such vast knowledge faster?",Positive
"@Joltzdude139 Hey Joltz, im a big fan and seeing you as play through borderlands 2 specifically you have a really strong scientific understanding of every gun, part, and prefix. V Do know you have just a particularly simple or even complex video you can point me to as where I imagine can gain such this vast knowledge faster?",Positive
"@Joltzdude139 v Joltz, im a big fan out seeing you from our borderlands here specifically you have a mighty strong understanding of every gun, part, and prefix. Do you own a simple or even complex video you can point me to where I can impart such vast knowledge on?",Positive
"Guns, Love, and Tentacles is out now, and here are 5 reasons we're excited to  ",Positive
"Guns, Love, and Tentacles is out now, and here are 5 reasons why we're excited",Positive
"GB, Love, and Tentacles is out now, and here are 5 reasons we're excited to",Positive
"Guns, Love, and Sex is out now, and here are 5 reasons not excited to",Negative
"Guns, Love, Speed and Tentacles is out now, and here are with 5 main reasons we'D re excited to",Positive
"Guns, Love, and Music is up now, and here are four reasons we're excited to",Positive
"Just started playing Borderlands 3: guns, love, and tentacles only to hear the voice of half of my favorite youtube channel @GameGrumps . Hell yeah @egoraptor , forever apart of one of the best @GearboxOfficial games as a creepy ass character.",Positive
"I just started playing Borderlands 3: weapons, love and tentacles, just to hear the voice of half of my favorite channel @ GameGrumps. Hell yeah @ egoraptor, forever separated from one of the best @ GearboxOfficial games as a creepy ass character.",Positive
"Just started playing Borderlands 3: Weapons, Love, and Tentacles just to hear the voice of half of my favorite YouTube channel @ GameGrup.",Positive
"Just started playing Borderlands 3: guns, love, and tentacles wanting to lose the voices of half of another favorite youtube channel @GameGrumps. Hell yeah @egoraptor, forever apart of one of the best @GearboxOfficial games as a creepy ass cartoon.",Positive
"He Just started off playing it Borderlands Season 3 : with guns, love, and tentacles only later to hear the voice of my half of my favorite youtube channel @GameGrumps. Hell yeah @egoraptor, forever apart because of one of the best @GearboxOfficial with games plays as a creepy ass character.",Positive
"Just started playing Borderlands 3: guns, love, bad tentacles again and hear a voice of half of an old music channel @GameGrumps. Hell yeah @egoraptor, the apart of one of the best @GearboxOfficial games as a creepy ass demon.",Positive
I know it doesnt look like much but borderlands is my favorite game!!! Thank you @SmilingOcean_ pic.twitter.com/X3dyPtNALD,Positive
"I know it doesn't look like much, but Borderlands is my favorite game!!! Thank you @ SmilingOcean _ pic.twitter.com / X3dyPtNALD",Positive
I know it doesn't look like much but borderlands is my favorite game!!! Thank you @ SmilingOcean _ pic.it / X3dyPtNALD,Positive
I know it doesnt look like much but borderlands is my favorite game!!! Thank you RhandlerR pic.twitter.com/X3dyPtNALD,Positive
